Job Title,Company,Location,Experience Level,Salary,Industry,Required Skills
Veterinary surgeon,Camacho PLC,Bangalore,Senior Level,127000.0,Software,"C++, SQL, Python, Machine Learning"
Editorial assistant,"Crane, Hall and Moreno",Bangalore,Mid Level,108000.0,Marketing,"Market Research, SEO, Social Media, Google Ads"
Immunologist,"Williams, Spencer and Williams",Toronto,Entry Level,48000.0,Finance,SQL
Seismic interpreter,Edwards-Gordon,Toronto,Senior Level,121000.0,Education,"Research, Curriculum Design, Teaching"
Industrial/product designer,Barber-Walters,London,Senior Level,139000.0,Software,C++
Aid worker,James-Austin,Berlin,Entry Level,130000.0,Software,"Java, SQL"
"Surveyor, insurance","Smith, Campos and Frye",San Francisco,Mid Level,117000.0,Finance,"Excel, SQL, Python, Financial Modeling"
"Lighting technician, broadcasting/film/video",Anderson-Davis,Sydney,Senior Level,127000.0,Marketing,Market Research
Biomedical engineer,"Cunningham, Bailey and Russell",Berlin,Entry Level,60000.0,Education,"EdTech, Research"
"Designer, industrial/product","Burnett, Kelley and Sharp",San Francisco,Senior Level,49000.0,Manufacturing,"Quality Control, Supply Chain, Production Planning"
Counselling psychologist,"French, Huffman and Mills",San Francisco,Senior Level,46000.0,Finance,"SQL, Excel, Python, Risk Analysis"
Special educational needs teacher,"Eaton, Richardson and Patterson",Berlin,Senior Level,41000.0,Software,"Machine Learning, Python, AWS, React"
Haematologist,Fitzgerald-Hughes,New York,Entry Level,90000.0,Retail,"Customer Service, Sales, Merchandising"
Chiropodist,Mendez Ltd,Bangalore,Senior Level,94000.0,Software,Machine Learning
"Surveyor, land/geomatics",Hill-Acosta,Toronto,Entry Level,144000.0,Software,"Python, C++, Machine Learning"
Music therapist,Jones-Schwartz,Berlin,Entry Level,52000.0,Manufacturing,Quality Control
Nutritional therapist,Hess Ltd,Toronto,Mid Level,84000.0,Manufacturing,"Quality Control, Supply Chain, Production Planning"
Purchasing manager,Greene-Smith,New York,Entry Level,130000.0,Healthcare,Pharmaceuticals
Chief of Staff,Wallace-Caldwell,New York,Senior Level,72000.0,Healthcare,Patient Care
Aeronautical engineer,"Holmes, Cobb and Lopez",San Francisco,Senior Level,110000.0,Manufacturing,Production Planning
Fitness centre manager,"Simmons, Guerra and Barnes",New York,Entry Level,81000.0,Manufacturing,Supply Chain
Economist,Klein-Solis,Sydney,Senior Level,76000.0,Retail,"Merchandising, Sales"
Pathologist,Blake PLC,Bangalore,Mid Level,107000.0,Education,"Research, Teaching, EdTech"
Cabin crew,"Wright, Wolf and Bartlett",New York,Mid Level,52000.0,Healthcare,Pharmaceuticals
Clinical embryologist,Watson-Hunt,Toronto,Mid Level,115000.0,Healthcare,Patient Care
Clinical psychologist,"Brown, Harrison and Williams",Bangalore,Entry Level,81000.0,Retail,"Sales, Customer Service, Merchandising"
Mudlogger,Rodriguez LLC,Bangalore,Senior Level,101000.0,Retail,"Merchandising, Sales, Customer Service"
"Surveyor, rural practice","Valdez, Reynolds and Reyes",Bangalore,Entry Level,149000.0,Manufacturing,"Quality Control, Production Planning"
Estate agent,Larson-Mccarthy,New York,Senior Level,44000.0,Manufacturing,"Supply Chain, Quality Control, Production Planning"
Ecologist,Davies-Matthews,San Francisco,Entry Level,106000.0,Manufacturing,"Production Planning, Quality Control"
Quantity surveyor,Garcia-Jackson,Berlin,Mid Level,90000.0,Marketing,"Google Ads, Content Writing"
Financial adviser,"Melendez, Carpenter and Armstrong",London,Senior Level,131000.0,Healthcare,"Pharmaceuticals, Medical Research"
Race relations officer,Todd-Solomon,Bangalore,Senior Level,60000.0,Retail,"Customer Service, Sales"
"Editor, magazine features","Johnson, Merritt and Rodriguez",Berlin,Entry Level,124000.0,Manufacturing,"Supply Chain, Production Planning"
Waste management officer,Smith Inc,Berlin,Entry Level,69000.0,Healthcare,"Pharmaceuticals, Nursing, Patient Care"
Occupational hygienist,Williams and Sons,Toronto,Entry Level,114000.0,Retail,"Merchandising, Customer Service, Sales"
Network engineer,"Burton, Burnett and Johnson",Bangalore,Entry Level,138000.0,Education,"Teaching, Research, EdTech"
"Research officer, government",Shannon-Gardner,Bangalore,Mid Level,87000.0,Finance,"Risk Analysis, Excel"
"Engineer, control and instrumentation",Holland LLC,Sydney,Entry Level,63000.0,Finance,"Excel, SQL, Risk Analysis"
"Administrator, arts","Swanson, Walter and Parker",Sydney,Senior Level,140000.0,Retail,Merchandising
Community pharmacist,"Holland, Kramer and Lee",London,Entry Level,120000.0,Manufacturing,"Supply Chain, Production Planning, Quality Control"
Exhibition designer,Smith-Jackson,Sydney,Entry Level,51000.0,Finance,Risk Analysis
Glass blower/designer,Potter Inc,New York,Entry Level,42000.0,Marketing,"SEO, Content Writing"
Comptroller,"Brooks, Clark and Sullivan",London,Senior Level,144000.0,Retail,"Merchandising, Sales, Customer Service"
"Engineer, aeronautical","Russell, Warren and Hardin",London,Senior Level,65000.0,Healthcare,"Pharmaceuticals, Patient Care"
Housing manager/officer,Green Inc,London,Mid Level,41000.0,Manufacturing,Production Planning
Customer service manager,"Cooke, Tate and Hughes",London,Senior Level,78000.0,Healthcare,"Patient Care, Pharmaceuticals, Nursing"
Equities trader,Alexander Group,Berlin,Senior Level,112000.0,Healthcare,"Patient Care, Nursing, Pharmaceuticals"
Acupuncturist,Oneal-Miller,Berlin,Senior Level,74000.0,Education,"EdTech, Research, Teaching, Curriculum Design"
Psychotherapist,Waters and Sons,London,Entry Level,95000.0,Manufacturing,"Quality Control, Supply Chain, Production Planning"
Homeopath,Mann-Zimmerman,New York,Senior Level,84000.0,Marketing,"Content Writing, Google Ads"
Quality manager,Vazquez PLC,New York,Entry Level,40000.0,Software,"Java, React"
Associate Professor,Ware-Williams,Toronto,Mid Level,56000.0,Manufacturing,"Production Planning, Supply Chain, Quality Control"
Probation officer,Cox-Moore,Toronto,Entry Level,44000.0,Software,"AWS, C++"
Patent examiner,King-Roberts,Berlin,Senior Level,66000.0,Software,React
"Scientist, audiological",Smith-Williams,San Francisco,Senior Level,130000.0,Healthcare,"Pharmaceuticals, Nursing"
Arboriculturist,Davis-Rivera,San Francisco,Entry Level,54000.0,Healthcare,Nursing
"Engineer, civil (consulting)",Campbell LLC,New York,Entry Level,71000.0,Education,"Research, EdTech, Teaching, Curriculum Design"
"Designer, industrial/product","Roberts, Morton and Rodriguez",Toronto,Entry Level,97000.0,Healthcare,Nursing
"Engineer, drilling","Rodriguez, Diaz and Dougherty",Sydney,Mid Level,131000.0,Retail,"Customer Service, Sales, Merchandising"
Clinical cytogeneticist,Foley-Newman,Toronto,Entry Level,142000.0,Manufacturing,"Supply Chain, Production Planning, Quality Control"
Actuary,"Morgan, Solomon and Jacobson",New York,Senior Level,137000.0,Retail,"Sales, Customer Service"
"Programme researcher, broadcasting/film/video",Strong-Merritt,New York,Entry Level,54000.0,Software,SQL
Field seismologist,Davidson LLC,Sydney,Mid Level,106000.0,Manufacturing,"Supply Chain, Quality Control"
Herpetologist,Coleman-Thomas,Berlin,Entry Level,63000.0,Education,"Teaching, EdTech"
Public relations account executive,Vance-Green,Sydney,Entry Level,65000.0,Healthcare,"Medical Research, Nursing, Patient Care, Pharmaceuticals"
Fisheries officer,"Hall, Smith and Haynes",Sydney,Mid Level,72000.0,Manufacturing,"Quality Control, Supply Chain, Production Planning"
Analytical chemist,Mccormick-Santiago,London,Entry Level,80000.0,Healthcare,"Medical Research, Pharmaceuticals, Patient Care, Nursing"
Surgeon,Brown-Moore,Berlin,Entry Level,70000.0,Marketing,"Google Ads, Market Research, SEO"
Production manager,"Ramos, Hardy and Horn",Bangalore,Entry Level,111000.0,Software,"C++, Python"
Equities trader,Powell and Sons,Bangalore,Entry Level,112000.0,Education,"Research, Curriculum Design"
"Scientist, research (medical)",Reed Inc,Toronto,Entry Level,139000.0,Marketing,Social Media
"Surveyor, hydrographic",Flores-Wright,Berlin,Entry Level,124000.0,Retail,Customer Service
Structural engineer,Sosa-Jones,New York,Mid Level,65000.0,Healthcare,"Patient Care, Medical Research, Nursing, Pharmaceuticals"
Management consultant,Mendez-Conway,San Francisco,Senior Level,126000.0,Retail,"Sales, Merchandising, Customer Service"
Fine artist,"White, Kelley and Moore",Berlin,Senior Level,135000.0,Marketing,"SEO, Market Research, Content Writing"
Risk manager,Ferguson and Sons,Berlin,Entry Level,50000.0,Software,"C++, Machine Learning, Python, React"
"Exhibitions officer, museum/gallery",Mitchell-Garcia,Berlin,Senior Level,109000.0,Finance,Financial Modeling
Jewellery designer,Williams Inc,Sydney,Mid Level,78000.0,Retail,"Customer Service, Sales, Merchandising"
Proofreader,Berg Inc,Bangalore,Mid Level,97000.0,Marketing,"SEO, Google Ads"
Dietitian,Wilson-Manning,Bangalore,Senior Level,99000.0,Finance,"Python, Excel"
Health promotion specialist,Robertson and Sons,Toronto,Mid Level,138000.0,Healthcare,"Nursing, Patient Care"
Ergonomist,Dorsey PLC,Bangalore,Senior Level,96000.0,Marketing,"Content Writing, Social Media, Google Ads, Market Research"
"Librarian, academic",Snyder-Jimenez,New York,Entry Level,45000.0,Education,"Research, Teaching, EdTech, Curriculum Design"
Neurosurgeon,"Mcdonald, Brandt and Vaughn",Berlin,Mid Level,66000.0,Software,"AWS, Python, Java, C++"
"Surveyor, planning and development",Nguyen Ltd,Sydney,Entry Level,131000.0,Education,"EdTech, Curriculum Design, Teaching"
Operations geologist,Taylor Group,San Francisco,Mid Level,120000.0,Manufacturing,"Supply Chain, Quality Control, Production Planning"
Television camera operator,"Yates, Walls and Hardy",Toronto,Entry Level,44000.0,Retail,"Merchandising, Customer Service, Sales"
"Civil engineer, consulting",Perkins Ltd,Sydney,Senior Level,84000.0,Education,"EdTech, Research, Teaching"
Visual merchandiser,"Wolfe, Fisher and Navarro",Bangalore,Senior Level,77000.0,Retail,"Sales, Customer Service, Merchandising"
Furniture conservator/restorer,Washington-Martinez,San Francisco,Senior Level,114000.0,Healthcare,"Patient Care, Nursing, Medical Research"
Immunologist,Adams-Rodriguez,San Francisco,Senior Level,106000.0,Manufacturing,"Quality Control, Supply Chain, Production Planning"
"Engineer, site",Jordan-Robinson,New York,Mid Level,108000.0,Manufacturing,"Supply Chain, Production Planning, Quality Control"
Production manager,Brooks-Lewis,Sydney,Entry Level,78000.0,Retail,"Customer Service, Sales, Merchandising"
Printmaker,"Becker, Riley and Russell",Toronto,Senior Level,79000.0,Marketing,"Market Research, SEO"
Energy manager,Medina-Miranda,Sydney,Entry Level,100000.0,Software,"React, AWS, Machine Learning"
Arts administrator,"Brown, Hernandez and Holden",Berlin,Senior Level,41000.0,Finance,"Python, Financial Modeling, SQL"
Technical sales engineer,"Cook, Davis and Lynch",Sydney,Mid Level,93000.0,Education,Research
Electrical engineer,Jenkins-Robinson,London,Mid Level,143000.0,Marketing,"Content Writing, Market Research"
Advertising copywriter,"Copeland, Mcclure and Cowan",London,Mid Level,69000.0,Retail,"Customer Service, Merchandising, Sales"
Adult guidance worker,"Young, Phelps and Noble",Bangalore,Mid Level,143000.0,Software,"AWS, Python, Java"
Meteorologist,Jones Ltd,London,Mid Level,90000.0,Finance,"Financial Modeling, Excel"
English as a foreign language teacher,Peters-Moody,London,Senior Level,140000.0,Education,"Teaching, Curriculum Design"
Patent attorney,"Jones, Dixon and Mcknight",Berlin,Mid Level,108000.0,Healthcare,"Medical Research, Nursing"
Forensic psychologist,"Joyce, Carter and Hernandez",Sydney,Senior Level,54000.0,Healthcare,"Medical Research, Pharmaceuticals"
Retail banker,Snow-Stein,San Francisco,Senior Level,72000.0,Education,"Curriculum Design, Teaching"
Physiological scientist,Valenzuela and Sons,New York,Entry Level,66000.0,Retail,Customer Service
Veterinary surgeon,"Evans, Adams and Wu",Bangalore,Entry Level,143000.0,Finance,"Python, Risk Analysis, SQL"
Housing manager/officer,Moon-Ward,New York,Entry Level,95000.0,Software,"AWS, C++, React, Python"
"Loss adjuster, chartered",Schroeder-Duffy,Berlin,Entry Level,104000.0,Education,"Research, Curriculum Design"
Seismic interpreter,Carrillo-Donaldson,Berlin,Entry Level,101000.0,Education,"Teaching, Curriculum Design"
Data processing manager,Larson PLC,San Francisco,Entry Level,109000.0,Marketing,"Market Research, Content Writing, SEO, Social Media"
Diagnostic radiographer,Le-Hendrix,London,Senior Level,123000.0,Retail,"Merchandising, Customer Service, Sales"
Dancer,Oneal Group,Toronto,Mid Level,148000.0,Finance,Financial Modeling
Public relations officer,Andrews Inc,New York,Entry Level,107000.0,Manufacturing,"Quality Control, Production Planning"
Garment/textile technologist,"Brown, Richards and Perry",Bangalore,Mid Level,102000.0,Marketing,"Social Media, Google Ads, Content Writing, Market Research"
TEFL teacher,"Anderson, Hayes and Frederick",Berlin,Senior Level,83000.0,Software,Machine Learning
"Therapist, horticultural",Hoffman-Frederick,New York,Entry Level,85000.0,Retail,Merchandising
"Engineer, broadcasting (operations)",Fisher-Smith,Berlin,Senior Level,124000.0,Education,"EdTech, Teaching, Curriculum Design, Research"
Higher education careers adviser,"Peterson, Johnson and Allen",Toronto,Entry Level,149000.0,Software,"AWS, SQL"
Copy,"Cantu, Joseph and David",New York,Senior Level,66000.0,Manufacturing,Quality Control
Television/film/video producer,Flores-Owens,Bangalore,Entry Level,60000.0,Software,"AWS, Python, React, C++"
"Research officer, political party",Hill-Ferguson,Toronto,Entry Level,64000.0,Healthcare,"Pharmaceuticals, Nursing, Patient Care, Medical Research"
"Education officer, environmental",Nixon-Steele,San Francisco,Senior Level,75000.0,Manufacturing,Supply Chain
Health visitor,Zimmerman-White,San Francisco,Entry Level,82000.0,Software,"Java, Python"
Accommodation manager,Barker-Mosley,New York,Senior Level,103000.0,Finance,"Excel, Risk Analysis, SQL, Python"
Education administrator,Bradley-Spears,Sydney,Senior Level,89000.0,Manufacturing,Quality Control
Human resources officer,Lutz LLC,San Francisco,Mid Level,75000.0,Manufacturing,Supply Chain
"Engineer, energy",Phillips Ltd,Berlin,Mid Level,134000.0,Retail,"Merchandising, Sales, Customer Service"
Chief of Staff,Weaver Ltd,London,Entry Level,149000.0,Manufacturing,"Production Planning, Supply Chain, Quality Control"
"Psychotherapist, dance movement",Ramos-Hood,San Francisco,Senior Level,73000.0,Healthcare,"Medical Research, Nursing"
Tourism officer,Lee-Villarreal,Toronto,Senior Level,138000.0,Software,"Java, React"
"Psychologist, occupational",Sellers-Alexander,San Francisco,Entry Level,66000.0,Finance,"Financial Modeling, Risk Analysis, SQL, Excel"
Meteorologist,Bartlett and Sons,London,Entry Level,65000.0,Retail,"Customer Service, Merchandising, Sales"
Science writer,Nguyen-Cook,San Francisco,Senior Level,131000.0,Software,SQL
Acupuncturist,"Tucker, Stanley and Livingston",New York,Entry Level,76000.0,Retail,"Sales, Merchandising, Customer Service"
Chartered legal executive (England and Wales),Scott Inc,Sydney,Entry Level,102000.0,Marketing,"Google Ads, Social Media, Market Research, SEO"
Petroleum engineer,"Martin, Brown and Thompson",London,Entry Level,143000.0,Retail,"Customer Service, Sales"
"Education officer, museum","Richards, Combs and Valdez",New York,Entry Level,45000.0,Software,"C++, AWS"
Research scientist (medical),Martin Ltd,Toronto,Entry Level,99000.0,Manufacturing,"Supply Chain, Production Planning, Quality Control"
Logistics and distribution manager,Richardson Group,Bangalore,Mid Level,59000.0,Finance,"Excel, SQL, Python, Financial Modeling"
Pensions consultant,Jacobs and Sons,Toronto,Mid Level,76000.0,Marketing,"Content Writing, Google Ads, SEO, Social Media"
Futures trader,Archer-Meyer,London,Senior Level,140000.0,Marketing,Market Research
Cartographer,Gill-Salas,New York,Mid Level,68000.0,Software,Java
Herpetologist,Bond-Miller,Bangalore,Entry Level,88000.0,Education,"Curriculum Design, Research, Teaching, EdTech"
"Restaurant manager, fast food","Moore, Donovan and Randall",Berlin,Entry Level,127000.0,Finance,Excel
English as a foreign language teacher,Brown-Adams,San Francisco,Entry Level,119000.0,Retail,Sales
Publishing copy,Mathews-Harris,London,Entry Level,120000.0,Retail,"Customer Service, Merchandising, Sales"
Tourist information centre manager,Rivera-Smith,Bangalore,Senior Level,67000.0,Retail,"Merchandising, Sales"
